name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
s34(a,)ar38;4.905676254863298e+35;-7.208;he4 s34;ar38;80.2625;-83.6452;-65.4106;-7.70521;6.4382;-2.88918;0.833333
ar38(n,)ar39;1.3422067882434126e+43;-6.598;n ar38;ar39;36.3573;-76.5665;0.0;-6.24935;0.0;0.0;1.5
ar38(n,)ar39;1.1816670256850607e+52;-6.598;n ar38;ar39;34.5181;-76.5665;0.0;0.0;0.0;0.0;1.5
cl38(p,)ar39;2.26136740816262e+46;-10.733;p cl38;ar39;114.684;-128.791;152.452;-253.385;13.739;-0.768182;128.494
s35(a,)ar39;1.0906993623108398e+184;-6.82057;he4 s35;ar39;74.3976;-79.1493;-65.58;0.163229;-2.20138;0.232938;0.833333
ar39(n,)ar40;8.22660249634287e+53;-9.869;n ar39;ar40;39.459;-114.525;0.0;-0.149706;0.0;0.0;1.5
ar39(n,)ar40;6.141857957516327e+47;-9.869;n ar39;ar40;41.3238;-114.525;0.0;-3.96993;0.0;0.0;1.5
cl39(p,)ar40;2.2070395252263252e+46;-12.529;p cl39;ar40;118.224;-149.696;155.882;-259.84;14.2407;-0.797757;131.267
s36(a,)ar40;3.93347036115199e+223;-6.80074;he4 s36;ar40;74.9207;-78.9192;-65.6425;4.12861;-3.33119;0.31889;0.833333
ar40(n,)ar41;5.173982820469627e+49;-6.099;n ar40;ar41;37.4441;-70.7758;0.0;-2.84492;0.0;0.0;2.5
ar40(n,)ar41;2.4829296290420738e+42;-6.099;n ar40;ar41;34.9953;-70.7758;0.0;-6.4468;0.0;0.0;1.5
cl40(p,)ar41;4.9203149268285907e+45;-12.799;p cl40;ar41;115.876;-152.885;158.484;-262.339;14.3146;-0.795769;133.056
s37(a,)ar41;inf;-8.596;he4 s37;ar41;-365.708;-97.6215;-510.702;935.276;-62.4031;3.80291;-403.696
ar41(n,)ar42;8.498270825533394e+49;-9.426;n ar41;ar42;45.7627;-109.434;4.39661;-11.9273;1.05979;-0.0809476;5.55719
cl41(p,)ar42;1.849139304330461e+45;-14.372;p cl41;ar42;119.078;-171.202;162.064;-268.945;14.805;-0.833847;135.98
s38(a,)ar42;inf;-9.986;he4 s38;ar42;-322.799;-113.951;-486.121;862.975;-57.0727;3.46173;-376.169
ar42(n,)ar43;2.3617862140368875e+49;-5.627;n ar42;ar43;30.2698;-65.2771;-3.02977;8.06247;-0.414467;0.00295853;-1.79131
cl42(p,)ar43;1.82529630681348e+45;-14.279;p cl42;ar43;118.429;-170.166;163.48;-270.148;14.888;-0.838752;136.789
s39(a,)ar43;inf;-11.241;he4 s39;ar43;-314.672;-128.551;-482.557;850.761;-56.4169;3.44005;-371.148
ar43(n,)ar44;3.849105760765173e+49;-8.356;n ar43;ar44;37.6043;-96.9787;0.124333;0.450934;0.0479574;-0.0245619;1.13379
cl43(p,)ar44;6.072266470152291e+44;-15.522;p cl43;ar44;118.088;-184.643;165.004;-271.609;14.9625;-0.843801;137.692
s40(a,)ar44;inf;-11.837;he4 s40;ar44;-314.571;-135.5;-483.188;850.68;-56.2165;3.4106;-371.614
ar44(n,)ar45;3.7265831885208364e+48;-5.529;n ar44;ar45;42.131;-64.2076;4.46461;-12.8562;1.61075;-0.165487;5.8409
cl44(p,)ar45;6.424917081746228e+44;-17.017;p cl44;ar45;119.67;-202.035;167.388;-274.898;15.1256;-0.848796;139.414
s41(a,)ar45;inf;-13.542;he4 s41;ar45;-318.472;-155.284;-487.664;860.632;-56.9346;3.46483;-375.736
ar45(n,)ar46;8.049906961956805e+48;-8.073;n ar45;ar46;33.8235;-93.6797;-1.57724;5.10096;-0.259571;-0.0137837;-0.61345
cl45(p,)ar46;1.5666294222903169e+44;-18.101;p cl45;ar46;119.294;-214.663;169.412;-277.251;15.2305;-0.854359;140.765
s42(a,)ar46;inf;-14.904;he4 s42;ar46;-323.26;-171.087;-490.828;867.358;-57.3716;3.48826;-378.613
ar47(,n e-)k46;3.081646235822541e+25;2.1327;ar47;n k46;-6.78814;0.0;0.0;0.0;0.0;0.0;0.0
ar46(n,)ar47;2.2686711370755955e+48;-4.259;n ar46;ar47;44.4616;-49.4938;7.33561;-20.3761;2.13377;-0.187336;8.80146
cl46(p,)ar47;9.736326177240124e+42;-18.689;p cl46;ar47;121.492;-221.542;172.872;-285.373;15.7696;-0.884022;143.984
s43(a,)ar47;inf;-15.851;he4 s43;ar47;-326.966;-182.09;-494.226;875.904;-58.0354;3.53956;-381.974
ar48(,n e-)k47;3.4762881677554317e+27;3.48983;ar48;n k47;-2.5338;0.0;0.0;0.0;0.0;0.0;0.0
ar47(n,)ar48;5.514299769930353e+48;-5.284;n ar47;ar48;35.167;-61.3314;0.213763;-0.642259;0.326153;-0.050865;1.27184
cl47(p,)ar48;1.0377870170161581e+43;-19.892;p cl47;ar48;122.769;-235.579;176.544;-289.967;15.9313;-0.884872;146.612
s44(a,)ar48;inf;-14.287;he4 s44;ar48;-719.202;-153.852;-1298.29;2124.76;-127.151;7.29826;-995.067
ar49(,n e-)k48;2.4202566895425e+29;7.4277;ar49;n k48;0.974661;0.0;0.0;0.0;0.0;0.0;0.0
ar48(n,)ar49;6.745152287110203e+47;-1.707;n ar48;ar49;40.2201;-19.8742;6.10943;-17.9891;2.20222;-0.198579;7.44252
cl48(p,)ar49;1.6764393278673815e+42;-20.106;p cl48;ar49;132.536;-238.146;183.575;-308.79;17.3629;-0.976735;153.678
s45(a,)ar49;inf;-14.66;he4 s45;ar49;-732.365;-157.965;-1319.42;2161.45;-129.424;7.43493;-1012.16
ar50(,n e-)k49;3.0217221396698116e+29;8.7877;ar50;n k49;1.04877;0.0;0.0;0.0;0.0;0.0;0.0
ar49(n,)ar50;1.7408735800409818e+48;-4.661;n ar49;ar50;46.7142;-54.194;10.2177;-23.5363;1.54899;-0.107143;10.9896
cl49(p,)ar50;1.6898860347484108e+42;-21.383;p cl49;ar50;131.755;-253.016;185.445;-308.922;17.1756;-0.957437;154.526
s46(a,)ar50;inf;-15.616;he4 s46;ar50;-743.96;-168.908;-1335.41;2189.99;-131.21;7.54;-1025.28
ar51(,n e-)k50;3.1206660297809852e+29;9.83753;ar51;n k50;0.988088;0.0;0.0;0.0;0.0;0.0;0.0
ar50(n,)ar51;2.686338065986429e+47;-1.08;n ar50;ar51;29.9426;-12.5526;0.760171;-2.59622;0.977858;-0.118595;1.80932
cl50(p,)ar51;1.601068571522305e+42;-21.654;p cl50;ar51;138.199;-256.218;189.331;-319.324;18.0737;-1.02131;158.296
s47(a,)ar51;inf;-16.126;he4 s47;ar51;-759.082;-174.626;-1356.32;2228.37;-133.534;7.67611;-1042.86
ar52(,n e-)k51;3.702192085284318e+29;11.0566;ar52;n k51;1.06167;0.0;0.0;0.0;0.0;0.0;0.0
ar51(n,)ar52;1.8232857547342407e+48;-3.883;n ar51;ar52;41.9472;-45.0902;3.2005;-11.9075;0.978775;-0.0741144;5.11267
cl51(p,)ar52;2.4652263973623337e+41;-22.866;p cl51;ar52;138.544;-270.298;188.937;-320.171;18.2878;-1.04135;158.128
s48(a,)ar52;inf;-16.763;he4 s48;ar52;-771.173;-181.906;-1369.74;2254.68;-135.22;7.77373;-1054.45
ar53(,n e-)k52;1.0776106894912888e+31;13.0059;ar53;n k52;4.2895;0.0;0.0;0.0;0.0;0.0;0.0
ar52(n,)ar53;2.5383925582219144e+120;-0.222;n ar52;ar53;13.1543;-2.50773;-4.3758;17.4237;-1.94579;0.145722;-2.32839
cl52(p,)ar53;1.3215902352634497e+41;-23.291;p cl52;ar53;130.907;-275.193;182.718;-306.188;17.5251;-1.00679;152.09
s49(a,)ar53;inf;-17.117;he4 s49;ar53;-785.999;-185.952;-1381.07;2281.96;-137.255;7.91153;-1065.44
ar53(n,)ar54;6.13172953654206e+48;-2.771;n ar53;ar54;40.7088;-32.1971;3.89634;-12.7103;1.35875;-0.106822;5.48207
ar54(,n e-)k53;0.0;0.0;ar54;n k53;4.17331;0.0;0.0;0.0;0.0;0.0;0.0
ar30(p,g)k31;6.267652128627736e+87;4.92103;p ar30;k31;8.66479;0.0;0.0;14.893;-1.26754;0.079807;0.0
k31(n,)k32;4.8233330033692785e+48;-19.8133;n k31;k32;33.5924;-229.923;0.0;-0.620638;0.307498;-0.0256787;1.5
ar31(p,g)k32;2.6017803195990974e+145;1.83603;p ar31;k32;5.39199;0.00092731;0.0;17.7736;-2.18701;0.179851;0.0
cl28(a,)k32;2.938596508089495e+47;-8.56392;he4 cl28;k32;64.8418;-99.38;-67.7156;-0.446636;-0.40884;0.00635512;0.833333
k32(n,)k33;1.0274055544997269e+49;-21.7263;n k32;k33;34.6503;-252.134;0.0;-0.477681;0.232368;-0.0198295;1.5
ar32(p,g)k33;8.184005971247751e+176;1.67423;p ar32;k33;5.23957;0.000838384;0.0;20.2635;-2.76523;0.235117;0.0
cl29(a,)k33;3.876600753716558e+47;-8.80492;he4 cl29;k33;66.1966;-102.181;-67.8117;-0.294831;-0.394384;0.0004138;0.833333
k33(n,)k34;5.2811286322584576e+51;-16.3153;n k33;k34;33.0534;-189.339;0.0;-0.0599437;0.109216;-0.00467937;1.5
ar33(p,g)k34;1.1019579125871698e+190;0.61417;p ar33;k34;4.28733;0.0;0.0;20.7703;-2.95588;0.257828;0.0
cl30(a,)k34;1.6411235365942894e+51;-8.34892;he4 cl30;k34;66.8475;-96.8892;-67.9024;-0.618087;-0.498925;0.0172983;0.833333
k34(n,)k35;7.117865442799888e+54;-17.7592;n k34;k35;32.9171;-206.087;0.0;-0.0436317;0.125768;-0.00193909;1.5
ar34(p,)k35;2.7582822208673696e+47;-0.0845;p ar34;k35;41.2439;-0.98058;-28.9336;0.251249;-0.0326331;-0.00253518;0.833333
k35(,p e+)cl34;1.4827537757700303e+27;5.979;k35;p cl34;-4.23996;0.0;0.0;0.0;0.0;0.0;0.0
cl31(a,)k35;5.422953647348498e+46;-6.52665;he4 cl31;k35;66.7913;-75.7385;-67.9875;-1.49266;-0.486213;0.0122537;0.833333
k35(n,)k36;4.8447538245737947e+55;-14.3286;n k35;k36;32.3682;-166.276;0.0;0.684453;0.0116013;0.00286458;1.5
ar35(p,)k36;1.3669037129881299e+47;-1.668;p ar35;k36;25.3697;-25.2522;0.0;1.23472;0.677432;-0.0712254;0.0
ar35(p,)k36;4.041284666692701e+42;-1.668;p ar35;k36;20.3758;-21.948;0.0;0.0;0.0;0.0;0.0
ar35(p,)k36;4.9111454916709226e+39;-1.668;p ar35;k36;45.0693;-19.3563;-28.9685;0.0;0.0;-1.0;0.833333
k36(,p e+)cl35;7.304973144872152e+25;4.307;k36;p cl35;-6.89447;0.0;0.0;0.0;0.0;0.0;0.0
cl32(a,)k36;5.908563432528572e+52;-6.52132;he4 cl32;k36;67.0824;-75.6767;-68.0682;-1.44981;-0.556621;0.023385;0.833333
k36(,e+ a)s32;7.120165660038731e+24;6.1736;k36;he4 s32;-9.58272;0.0;0.0;0.0;0.0;0.0;0.0
k36(n,)k37;8.942221671367805e+51;-15.4453;n k36;k37;35.685;-179.235;0.0;-0.0219877;0.0899246;-0.00523424;1.5
ar36(p,)k37;7.641105942814419e+38;-1.85763;p ar36;k37;43.7706;-21.5578;-28.9682;0.0;0.0;-1.0;0.833333
ar36(p,)k37;3.11540266144617e+45;-1.85763;p ar36;k37;26.976;-25.1829;0.0;0.0;0.0;0.0;0.0
ar36(p,)k37;1.635535454563453e+164;-1.85763;p ar36;k37;25.4611;-30.5381;0.0;7.50962;-1.68675;0.189725;0.0
cl33(a,)k37;7.391353461733251e+55;-6.22168;he4 cl33;k37;71.6063;-72.1995;-68.1442;-2.72746;-0.317537;0.0162782;0.833333
k37(n,)k38;1.4856639355353323e+49;-12.0718;n k37;k38;32.0874;-140.087;0.0;0.538174;-0.0208079;-0.00404949;1.5
ar37(p,)k38;2.362695775203349e+196;-5.142;p ar37;k38;60.8316;-59.6703;-28.9954;-5.57966;-1.27516;0.217568;0.833333
cl34(a,)k38;4.2074368501400626e+132;-6.78583;he4 cl34;k38;70.9382;-78.7462;-68.2165;-2.18792;-1.25322;0.140901;0.833333
k38(n,)k39;3.3438836786644584e+49;-13.0776;n k38;k39;37.986;-151.759;0.0;-0.161985;0.187817;-0.0320464;1.5
ar38(p,)k39;5.868461125328226e+222;-6.38143;p ar38;k39;57.5639;-74.0533;-29.0021;-0.525968;-1.94216;0.267346;0.833333
cl35(a,)k39;3.714125519799454e+159;-7.21839;he4 cl35;k39;77.6477;-83.7658;-68.2848;0.0178545;-2.06783;0.199659;0.833333
k39(n,)k40;1.0006628900809433e+49;-7.8;n k39;k40;34.3525;-90.766;0.0;0.0;0.0;0.0;0.0
k39(n,)k40;1.9444962092356763e+47;-7.8;n k39;k40;36.7258;-90.5151;0.0;0.722254;-0.470738;0.0;1.5
ar39(p,)k40;2.2673513024570076e+113;-7.58216;p ar39;k40;59.5373;-87.9872;-29.0085;-2.81753;-0.757962;0.099462;0.833333
cl36(a,)k40;1.9509175819997477e+158;-6.43826;he4 cl36;k40;80.0619;-74.7128;-68.3499;-4.69433;-1.24812;0.169306;0.833333
k40(n,)k41;4.092433970377194e+73;-10.095;n k40;k41;41.1827;-117.147;0.0;-2.27157;0.535075;0.0;1.5
ar40(p,)k41;3.474750192185186e+124;-7.80815;p ar40;k41;56.6932;-90.6097;-29.0146;0.65181;-1.50557;0.139974;0.833333
cl37(a,)k41;5.930938194734709e+178;-6.22246;he4 cl37;k41;76.1843;-72.2085;-68.4116;3.55194;-2.84942;0.24958;0.833333
k41(n,)k42;1.3320710273683534e+42;-7.534;n k41;k42;40.2932;-87.4283;0.0;-4.0174;3.37262;-1.20907;1.5
ar41(p,)k42;6.290886960747562e+46;-9.243;p ar41;k42;140.452;-111.889;173.571;-303.052;17.7025;-1.0355;147.974
cl38(a,)k42;inf;-7.648;he4 cl38;k42;-405.281;-85.3096;-628.615;1098.74;-69.8207;4.1307;-490.191
k42(n,)k43;6.485046660901926e+66;-9.643;n k42;k43;40.9642;-111.902;-0.278167;-1.18798;-0.154964;0.0229314;1.33344
ar42(p,)k43;1.6841780355602368e+46;-9.46;p ar42;k43;124.991;-114.48;171.849;-282.869;15.2206;-0.828672;142.051
cl39(a,)k43;inf;-9.218;he4 cl39;k43;-333.779;-105.122;-500.49;889.176;-58.0768;3.48991;-388.998
k43(n,)k44;1.1745157986565466e+93;-7.289;n k43;k44;29.4572;-84.5594;-4.17838;13.6934;-1.34815;0.0902499;-3.43285
ar43(p,)k44;1.238832396645759e+46;-11.122;p ar43;k44;118.791;-133.735;169.747;-277.855;15.0691;-0.82997;141.359
cl40(a,)k44;inf;-10.677;he4 cl40;k44;-719.361;-111.919;-1302.22;2130.94;-127.97;7.38594;-997.069
k44(n,)k45;1.494500237548885e+49;-8.869;n k44;k45;46.7064;-102.97;4.82096;-13.7693;1.12152;-0.0895938;6.21976
ar44(p,)k45;1.07935468378019e+45;-11.635;p ar44;k45;125.782;-139.812;178.779;-295.855;16.444;-0.939254;149.021
cl41(a,)k45;inf;-11.694;he4 cl41;k45;-723.295;-123.619;-1313.51;2146.25;-128.456;7.37203;-1005.47
k45(n,)k46;2.1667204929250086e+49;-6.882;n k45;k46;34.6519;-79.8846;0.846638;0.963526;-0.0713414;-0.013947;1.43672
ar45(p,)k46;6.894278684355054e+44;-12.989;p ar45;k46;120.794;-155.512;175.358;-287.506;15.9092;-0.9027;145.767
cl42(a,)k46;inf;-12.856;he4 cl42;k46;-734.098;-136.976;-1327.57;2172.39;-130.117;7.47431;-1017.09
k46(n,)k47;4.687358083291186e+62;-8.349;n k46;k47;37.8898;-96.9386;3.435;-3.6976;-0.176925;0.0212584;3.56442
ar46(p,)k47;1.3330066870545547e+45;-13.265;p ar46;k47;117.903;-158.734;174.216;-282.727;15.1369;-0.809787;144.099
cl43(a,)k47;inf;-14.092;he4 cl43;k47;-761.042;-151.049;-1356.6;2231.31;-134.366;7.78044;-1042.45
k47(n,)k48;1.9973716058378795e+50;-4.499;n k47;k48;44.4142;-52.2871;7.74515;-18.7786;1.40252;-0.0758241;8.77806
k48(,n e-)ca47;2.9014355793151522e+25;1.9887;k48;n ca47;-6.75758;0.0;0.0;0.0;0.0;0.0;0.0
ar47(p,)k48;1.1406811389258365e+46;-13.505;p ar47;k48;115.632;-161.547;173.532;-277.314;14.3714;-0.732591;142.531
cl44(a,)k48;inf;-14.558;he4 cl44;k48;-760.392;-156.365;-1365.9;2240.98;-134.492;7.78063;-1048.82
k48(n,)k49;1.0445542698702858e+49;-6.267;n k48;k49;41.2876;-72.7608;3.18892;-8.24022;0.425119;-0.0299774;4.43541
k49(,n e-)ca48;3.805524250991821e+28;6.5407;k49;n ca48;-0.748447;0.0;0.0;0.0;0.0;0.0;0.0
ar48(p,)k49;4.366025684690537e+43;-14.905;p ar48;k49;120.233;-177.89;181.334;-294.283;16.0977;-0.902749;149.736
cl45(a,)k49;inf;-13.836;he4 cl45;k49;-758.994;-147.988;-1366.71;2238.4;-133.991;7.69486;-1048.24
k49(n,)k50;1.6827323471639757e+49;-3.104;n k49;k50;38.6339;-36.0663;3.71546;-8.28367;0.745259;-0.0640668;4.58787
k50(,n e-)ca49;3.844365974952513e+28;7.4907;k50;n ca49;-0.853611;0.0;0.0;0.0;0.0;0.0;0.0
ar49(p,)k50;1.3550839483073706e+44;-15.918;p ar49;k50;127.334;-189.74;187.502;-306.316;16.7677;-0.931527;155.086
cl46(a,)k50;inf;-13.303;he4 cl46;k50;-771.47;-141.498;-1394.65;2280.45;-136.102;7.80238;-1069.77
k50(n,)k51;1.003635677590633e+48;-4.341;n k50;k51;47.855;-50.3499;0.424229;-14.3581;1.2293;-0.0878978;4.52981
k51(,n e-)ca50;1.049440432734925e+29;9.9527;k51;n ca50;-0.113678;0.0;0.0;0.0;0.0;0.0;0.0
ar50(p,)k51;3.2620035205045295e+43;-15.598;p ar50;k51;122.486;-186.048;186.652;-301.692;16.3445;-0.904892;153.638
cl47(a,)k51;inf;-13.563;he4 cl47;k51;-780.486;-144.486;-1400.83;2296.23;-137.374;7.88754;-1075.63
k51(n,)k52;4.6605329265364994e+47;-2.058;n k51;k52;39.9945;-23.8973;2.25449;-11.4628;1.15112;-0.0960463;4.57642
k52(,n e-)ca51;5.851983508750738e+29;11.7797;k52;n ca51;1.45585;0.0;0.0;0.0;0.0;0.0;0.0
ar51(p,)k52;8.269438564752824e+42;-16.576;p ar51;k52;132.705;-197.501;195.22;-321.983;17.751;-0.985569;161.751
cl48(a,)k52;inf;-14.128;he4 cl48;k52;-795.572;-150.735;-1429.24;2340.12;-139.626;8.00311;-1097.8
k53(,n e-)ca52;2.2808361927924146e+30;13.3627;k53;n ca52;2.70926;0.0;0.0;0.0;0.0;0.0;0.0
k52(n,)k53;1.9448064362163493e+48;-3.835;n k52;k53;40.8702;-44.5238;2.31648;-8.84146;0.589922;-0.0475069;4.1301
ar52(p,)k53;3.9442683397157615e+42;-16.528;p ar52;k53;131.868;-196.96;195.301;-321.749;17.7802;-0.991923;161.616
cl49(a,)k53;inf;-14.579;he4 cl49;k53;-805.395;-155.927;-1437.48;2360.34;-141.244;8.11234;-1105.58
k54(,n e-)ca53;1.162622050415353e+31;15.0387;k54;n ca53;4.23866;0.0;0.0;0.0;0.0;0.0;0.0
k53(n,)k54;1.3700627359631662e+47;-1.221;n k53;k54;40.7641;-14.2095;4.5787;-17.4588;1.84174;-0.144478;6.708
ar53(p,)k54;8.823013891634623e+42;-17.527;p ar53;k54;120.136;-208.486;184.746;-297.314;16.2354;-0.901588;151.32
cl50(a,)k54;inf;-14.991;he4 cl50;k54;-812.552;-160.721;-1440.88;2371.37;-142.182;8.17865;-1109.48
k55(,n e-)ca54;9.899700112251189e+30;14.5411;k55;n ca54;4.13001;0.0;0.0;0.0;0.0;0.0;0.0
k54(n,)k55;1.3047708031533813e+48;-2.87;n k54;k55;37.945;-33.3152;0.892612;-5.82373;0.557574;-0.0520647;2.72698
ar54(p,)k55;1.3514639098085992e+42;-17.626;p ar54;k55;123.279;-209.741;192.245;-309.848;16.8377;-0.928495;157.368
cl51(a,)k55;inf;-15.19;he4 cl51;k55;-817.218;-162.88;-1455.16;2391.07;-143.143;8.22758;-1119.94
k56(,n e-)ca55;1.438095014051743e+31;15.6594;k56;n ca55;4.44748;0.0;0.0;0.0;0.0;0.0;0.0
k55(n,)k56;3.082770561076337e+47;-1.676;n k55;k56;41.2059;-19.5112;5.81455;-17.2695;1.65342;-0.134453;7.19124
cl52(a,)k56;inf;-17.069;he4 cl52;k56;-825.062;-184.59;-1465.79;2412.13;-144.52;8.30881;-1129.01
k57(,n e-)ca56;1.5086276687150435e+31;17.5034;k57;n ca56;4.40185;0.0;0.0;0.0;0.0;0.0;0.0
k56(n,)k57;1.4134302950393643e+48;-2.874;n k56;k57;40.8908;-33.3771;2.61778;-9.92324;0.757424;-0.0612534;4.36588
k58(,n e-)ca57;1.8040930119473026e+31;18.5796;k58;n ca57;4.53857;0.0;0.0;0.0;0.0;0.0;0.0
k57(n,)k58;3.3410049073537615e+45;-0.257;n k57;k58;17.7059;-2.92479;-6.36338;13.9304;-0.238568;-0.0480796;-4.62326
k58(n,)k59;7.1901540477099865e+47;-2.992;n k58;k59;42.9812;-34.7422;2.85191;-13.1088;1.05669;-0.0770766;5.11409
k59(,n e-)ca58;0.0;0.0;k59;n ca58;2.58577;0.0;0.0;0.0;0.0;0.0;0.0
k32(p,g)ca33;7.940591220285239e+192;0.871029;p k32;ca33;4.83063;0.0;0.0;20.0035;-2.93832;0.261291;0.0
ar29(a,)ca33;3.9568409128842503e+46;-9.05492;he4 ar29;ca33;65.5136;-105.078;-70.4479;-0.338552;-0.410332;0.000116775;0.833333
ca33(n,)ca34;1.7983346687264036e+48;-23.6983;n ca33;ca34;34.6246;-275.007;0.0;-0.622548;0.340351;-0.0307837;1.5
k33(p,)ca34;3.158852867702524e+195;-0.898971;p k33;ca34;60.9712;-10.4326;-30.0277;-7.85883;-0.941155;0.206608;0.833333
ar30(a,)ca34;1.0770288412754225e+46;-9.35492;he4 ar30;ca34;66.3627;-108.559;-70.5413;-0.80342;-0.316762;-0.0129266;0.833333
ca34(n,)ca35;6.93655240393206e+54;-16.6223;n ca34;ca35;32.8636;-192.893;0.0;0.0618685;0.0394201;0.00182409;1.5
k34(p,)ca35;1.5087353844439392e+241;-1.20597;p k34;ca35;60.6711;-13.9947;-30.0364;-5.6016;-1.67829;0.284814;0.833333
ca35(,p e+)ar34;6.76220483220557e+30;15.876;ca35;p ar34;3.20919;0.0;0.0;0.0;0.0;0.0;0.0
ar31(a,)ca35;5.662176247053613e+46;-9.11592;he4 ar31;ca35;67.9277;-105.79;-70.6299;-1.02898;-0.325359;-0.00845154;0.833333
ca35(n,)ca36;3.496917196891312e+58;-19.1127;n ca35;ca36;34.9667;-221.793;0.0;-0.017717;-0.0105587;0.00737899;1.5
k35(p,)ca36;1.2329652961885861e+46;-2.556;p k35;ca36;28.1027;-34.9634;0.0;0.0;0.0;0.0;0.0
k35(p,)ca36;2.641272805494351e+81;-2.556;p k35;ca36;44.5572;-29.6611;-29.9725;1.17665;-0.431989;0.0488304;0.833333
ca36(,p e+)ar35;5.745994858407905e+29;9.307;ca36;p ar35;1.30562;0.0;0.0;0.0;0.0;0.0;0.0
ar32(a,)ca36;1.2485286224669357e+47;-6.66407;he4 ar32;ca36;68.7395;-77.3332;-70.713;-0.0778489;-0.466075;-0.00979269;0.833333
ca36(n,)ca37;1.9434248278215247e+48;-14.7677;n ca36;ca37;34.0707;-171.372;0.0;-0.659533;0.236318;-0.0257033;1.5
ca37(,p e+)ar36;5.020414590351389e+29;9.807;ca37;p ar36;1.14551;0.0;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;6.353202730815122e+47;-3.023;p k36;ca37;31.9895;-43.4124;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;5.102338952894967e+47;-3.023;p k36;ca37;31.7663;-43.0184;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;2.0687592942289444e+47;-3.023;p k36;ca37;30.8538;-42.0434;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;3.692704265106281e+47;-3.023;p k36;ca37;31.4787;-46.5924;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;6.84121695844707e+30;-3.023;p k36;ca37;-7.15448;-36.0084;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;6.1571810608390745e+47;-3.023;p k36;ca37;31.9895;-46.5464;0.0;0.0;0.0;0.0;0.0
k36(p,)ca37;4.798344260574303e+27;-3.023;p k36;ca37;-14.4189;-35.8114;0.0;0.0;0.0;0.0;0.0
ar33(a,)ca37;2.304868193489675e+45;-6.17647;he4 ar33;ca37;70.1397;-71.6748;-70.792;-3.32023;0.874694;-0.191591;0.833333
ca37(n,)ca38;1.8952172884659134e+51;-16.9941;n ca37;ca38;35.5607;-197.208;0.0;-0.222812;0.169715;-0.0108234;1.5
k37(p,)ca38;5.906823407432924e+236;-4.5473;p k37;ca38;61.2643;-52.7691;-30.0596;-2.56332;-2.026;0.289027;0.833333
ar34(a,)ca38;1.5101683773488607e+46;-6.10623;he4 ar34;ca38;73.8065;-70.8597;-70.8666;-5.98563;0.582779;-0.093842;0.833333
ca38(n,)ca39;7.173393961474513e+48;-13.2872;n ca38;ca39;34.348;-154.191;0.0;-0.418748;0.243656;-0.0268305;1.5
k38(p,)ca39;5.896638344556817e+247;-5.76268;p k38;ca39;60.2376;-66.873;-30.0666;-1.25895;-2.18714;0.305897;0.833333
ar35(a,)ca39;2.193249246735244e+46;-6.6519;he4 ar35;ca39;81.4464;-77.192;-70.9375;-10.7059;1.44501;-0.179044;0.833333
ca39(n,)ca40;2.0752064078215558e+48;-15.6432;n ca39;ca40;34.3889;-181.532;0.0;0.436603;0.098368;-0.0226294;1.5
k39(p,)ca40;4.588664576332729e+215;-8.32823;p k39;ca40;62.9931;-96.6449;-30.0732;-4.72696;-1.48282;0.245061;0.833333
ar36(a,)ca40;inf;-7.03965;he4 ar36;ca40;77.2826;-81.6916;-71.0046;4.0656;-5.26509;0.683546;0.833333
ca40(n,)ca41;2.6510940930289187e+81;-8.363;n ca40;ca41;38.139;-97.0484;0.0;-3.3742;0.750377;0.0;2.5
ca40(n,)ca41;3.2403361236675923e+48;-8.363;n ca40;ca41;33.2451;-97.2211;0.0;0.0;0.0;0.0;0.0
k40(p,)ca41;4.991463451876862e+173;-8.89153;p k40;ca41;58.8838;-103.182;-30.0795;0.0447475;-1.69565;0.20173;0.833333
ar37(a,)ca41;2.30744862353681e+243;-6.61502;he4 ar37;ca41;76.9971;-76.764;-71.0688;2.71847;-3.17333;0.335323;0.833333
ca41(n,)ca42;8.814063787182408e+72;-11.481;n ca41;ca42;42.0878;-133.231;0.0;-1.74001;0.486566;0.0;1.5
k41(p,)ca42;1.9193562491568707e+48;-10.277;p k41;ca42;41.0777;-131.259;0.0;-1.68317;0.692171;-0.0831029;0.0
k41(p,)ca42;8.538276545936986e+25;-10.277;p k41;ca42;57.2573;-119.259;-30.08;2.93877;2.77388;-4.8284;0.833333
ar38(a,)ca42;4.959519095601285e+148;-6.25744;he4 ar38;ca42;77.5813;-72.6145;-71.1296;2.75299;-2.43406;0.199511;0.833333
ca42(n,)ca43;3.2287597086740385e+48;-7.933;n ca42;ca43;33.2935;-92.2664;0.0;0.0;0.0;0.0;0.0
ca42(n,)ca43;2.107146052633976e+40;-7.933;n ca42;ca43;35.7965;-92.0585;0.0;0.0;1.24258;-0.870854;1.5
k42(p,)ca43;2.2330969109115456e+46;-10.676;p k42;ca43;133.102;-128.729;179.421;-302.216;16.9087;-0.956536;150.886
