         t  he3                            
      si33  he4 mg29                       
      si34    n si33                       
      si34    p al33                       
      si34  he4 mg30                       
      si35    n  p34                       
      si35    n si34                       
      si35    p al34                       
      si35  he4 mg31                       
      si36    n  p35                       
      si36    n si35                       
      si36    p al35                       
      si36  he4 mg32                       
      si37    n si36                       
      si37    n  p36                       
      si37    p al36                       
      si37  he4 mg33                       
      si38    n  p37                       
      si38    n si37                       
      si38    p al37                       
      si38  he4 mg34                       
      si39    n  p38                       
      si39    n si38                       
      si39    p al38                       
      si39  he4 mg35                       
      si40    n  p39                       
      si40    n si39                       
      si40    p al39                       
      si40  he4 mg36                       
      si41    n  p40                       
      si41    n si40                       
      si41    p al40                       
      si41  he4 mg37                       
      si42    n si41                       
      si42    n  p41                       
      si42    p al41                       
      si42  he4 mg38                       
      si43    n si42                       
      si43    n  p42                       
      si43    p al42                       
      si43  he4 mg39                       
      si44    n si43                       
      si44    n  p43                       
      si44    p al43                       
      si44  he4 mg40                       
      si45    n si44                       
      si45    n  p44                       
      si45    p al44                       
      si45  he4 mg41                       
      si46    n si45                       
      si46    n  p45                       
      si46    p al45                       
      si46  he4 mg42                       
      si47    n si46                       
      si47    n  p46                       
      si47    p al46                       
      si47  he4 mg43                       
      si48    n si47                       
      si48    n  p47                       
      si48    p al47                       
      si48  he4 mg44                       
      si49    n si48                       
      si49    n  p48                       
      si49    p al48                       
      si49  he4 mg45                       
      si50    n si49                       
      si50  he4 mg46                       
      si51    n si50                       
      si51    n  p50                       
      si51    p al50                       
      si51  he4 mg47                       
      si53    n  p52                       
       p25    n  p24                       
       p25    p si24                       
       p25  he4 al21                       
       p26    n  p25                       
       p26    p si25                       
       p26  he4 al22                       
       p27    n  p26                       
       p27    p si26                       
       p27    p si26                       
       p27    p al26                       
       p27  he4 al23                       
       p28    n  p27                       
       p28    p si27                       
       p28    p si27                       
       p28    p si27                       
       p28    p si27                       
       p28    p al27                       
       p28  he4 al24                       
       p28  he4 mg24                       
       p29    n  p28                       
       p29    p si28                       
       p29    p si28                       
       p29  he4 al25                       
       p30    n  p29                       
       p30    p si29                       
       p30    p si29                       
       p30    p si29                       
       p30  he4 al26                       
       p30  he4 al-6                       
       p31    n  p30                       
       p31    p si30                       
       p31    p si30                       
       p31    p si30                       
       p31  he4 al27                       
       p32    n  p31                       
       p32    n  p31                       
       p32    p si31                       
       p32  he4 al28                       
       p33    n  p32                       
       p33    p si32                       
       p33  he4 al29                       
       p34    n  p33                       
       p34    p si33                       
       p34  he4 al30                       
       p35    n  p34                       
       p35    p si34                       
       p35  he4 al31                       
       p36    n  p35                       
       p36    p si35                       
       p36  he4 al32                       
       p37    n  s36                       
       p37    n  p36                       
       p37    p si36                       
       p37  he4 al33                       
       p38    n  s37                       
       p38    n  p37                       
       p38    p si37                       
       p38  he4 al34                       
       p39    n  p38                       
       p39    n  s38                       
       p39    p si38                       
       p39  he4 al35                       
       p40    n  p39                       
       p40    n  s39                       
       p40    p si39                       
       p40  he4 al36                       
       p41    n  p40                       
       p41    n  s40                       
       p41    p si40                       
       p41  he4 al37                       
       p42    n  p41                       
       p42    n  s41                       
       p42    p si41                       
       p42  he4 al38                       
       p43    n  p42                       
       p43    n  s42                       
       p43    p si42                       
       p43  he4 al39                       
       p44    n  s43                       
       p44    n  p43                       
       p44    p si43                       
       p44  he4 al40                       
       p45    n  p44                       
       p45    n  s44                       
       p45    p si44                       
       p45  he4 al41                       
       p46    n  p45                       
       p46    n  s45                       
       p46    p si45                       
       p46  he4 al42                       
       p47    n  p46                       
       p47    n  s46                       
       p47    p si46                       
       p47  he4 al43                       
       p48    n  p47                       
       p48    p si47                       
       p48  he4 al44                       
       p49    n  p48                       
       p49    n  s48                       
       p49    p si48                       
       p49  he4 al45                       
       p50    n  p49                       
       p50    n  s49                       
       p50    p si49                       
       p50  he4 al46                       
       p51    n  p50                       
       p51    n  s50                       
       p51    p si50                       
       p51  he4 al47                       
       p52    n  s51                       
       p52  he4 al48                       
       p53    n  p52                       
       p53    p si52                       
       p53  he4 al49                       
       p54    n  p53                       
       p54    n  s53                       
       p54    p si53                       
       p54  he4 al50                       
       p55    n  p54                       
       p55    p si54                       
       p55  he4 al51                       
       p56    n  s55                       
       s26    n  s25                       
       s26    p  p25                       
       s26  he4 si22                       
       s27    n  s26                       
       s27    p  p26                       
       s27    p si26                       
       s27  he4 si23                       
       s28    n  s27                       
       s28    p  p27                       
       s28    p si27                       
       s28  he4 si24                       
       s29    n  s28                       
       s29    p  p28                       
       s29    p si28                       
       s29  he4 si25                       
       s30    n  s29                       
       s30    p  p29                       
       s30    p  p29                       
       s30  he4 si26                       
       s31    n  s30                       
       s31    p  p30                       
       s31    p  p30                       
       s31  he4 si27                       
       s32    n  s31                       
       s32    p  p31                       
       s32    p  p31                       
       s32    p  p31                       
       s32  he4 si28                       
       s33    n  s32                       
       s33    p  p32                       
       s33  he4 si29                       
       s34    n  s33                       
       s34    p  p33                       
       s34  he4 si30                       
       s35    n  s34                       
       s35    n  s34                       
       s35    p  p34                       
       s35  he4 si31                       
       s36    n  s35                       
       s36    p  p35                       
       s36  he4 si32                       
       s37    n  s36                       
       s37    p  p36                       
       s37  he4 si33                       
       s38    n  s37                       
       s38    p  p37                       
       s38  he4 si34                       
       s39    n  s38                       
       s39    p  p38                       
       s39  he4 si35                       
       s40    n  s39                       
       s40    p  p39                       
       s40  he4 si36                       
       s41    n cl40                       
       s41    n  s40                       
       s41    p  p40                       
       s41  he4 si37                       
       s42    n cl41                       
       s42    n  s41                       
       s42    p  p41                       
       s42  he4 si38                       
       s43    n  s42                       
       s43    n cl42                       
       s43    p  p42                       
       s43  he4 si39                       
       s44    n  s43                       
       s44    n cl43                       
       s44    p  p43                       
       s44  he4 si40                       
       s45    n  s44                       
       s45    n cl44                       
       s45    p  p44                       
       s45  he4 si41                       
       s46    n cl45                       
       s46    n  s45                       
       s46    p  p45                       
       s46  he4 si42                       
       s47    n cl46                       
       s47    n  s46                       
       s47    p  p46                       
       s47  he4 si43                       
       s48    n  s47                       
       s48    n cl47                       
       s48    p  p47                       
       s48  he4 si44                       
       s49    n  s48                       
       s49    n cl48                       
       s49    p  p48                       
       s49  he4 si45                       
       s50    n  s49                       
       s50    n cl49                       
       s50    p  p49                       
       s50  he4 si46                       
       s51    n  s50                       
       s51    n cl50                       
       s51    p  p50                       
       s51  he4 si47                       
       s52    n  s51                       
       s52    n cl51                       
       s52    p  p51                       
       s52  he4 si48                       
       s53    n  s52                       
       s53    n cl52                       
       s53    p  p52                       
       s53  he4 si49                       
       s54    n  s53                       
       s54    n cl53                       
       s54  he4 si50                       
       s55    n  s54                       
       s55    n cl54                       
       s55    p  p54                       
       s55  he4 si51                       
       s56    n  s55                       
       s56    n cl55                       
       s56  he4 si52                       
       s57    n  s56                       
       s57    n cl56                       
       s57    p  p56                       
       s57  he4 si53                       
       s58    n  s57                       
       s58    n cl57                       
       s58    p  p57                       
       s58  he4 si54                       
       s59    n cl58                       
      cl27    n cl26                       
      cl27    p  s26                       
      cl27  he4  p23                       
      cl28    n cl27                       
      cl28    p  s27                       
      cl28  he4  p24                       
      cl29    n cl28                       
      cl29    p  s28                       
      cl29  he4  p25                       
      cl30    n cl29                       
      cl30    p  s29                       
      cl30  he4  p26                       
      cl31    n cl30                       
      cl31    p  s30                       
      cl31    p  s30                       
      cl31    p  p30                       
      cl31  he4  p27                       
      cl32    n cl31                       
      cl32    p  s31                       
      cl32    p  s31                       
      cl32    p  s31                       
      cl32    p  p31                       
      cl32  he4  p28                       
      cl32  he4 si28                       
      cl33    n cl32                       
      cl33    p  s32                       
      cl33    p  s32                       
      cl33    p  s32                       
      cl33  he4  p29                       
      cl34    n cl33                       
      cl34    p  s33                       
      cl34  he4  p30                       
      cl35    n cl34                       
      cl35    p  s34                       
      cl35  he4  p31                       
      cl36    n cl35                       
      cl36    n cl35                       
      cl36    p  s35                       
      cl36  he4  p32                       
      cl37    n cl36                       
      cl37    p  s36                       
      cl37  he4  p33                       
      cl38    n cl37                       
      cl38    n cl37                       
      cl38    p  s37                       
      cl38  he4  p34                       
      cl39    n cl38                       
      cl39    p  s38                       
      cl39  he4  p35                       
      cl40    n cl39                       
      cl40    p  s39                       
      cl40  he4  p36                       
      cl41    n cl40                       
      cl41    p  s40                       
      cl41  he4  p37                       
      cl42    n cl41                       
      cl42    p  s41                       
      cl42  he4  p38                       
      cl43    n cl42                       
      cl43    n ar42                       
      cl43    p  s42                       
      cl43  he4  p39                       
      cl44    n ar43                       
      cl44    n cl43                       
      cl44    p  s43                       
      cl44  he4  p40                       
      cl45    n cl44                       
      cl45    n ar44                       
      cl45    p  s44                       
      cl45  he4  p41                       
      cl46    n cl45                       
      cl46    n ar45                       
      cl46    p  s45                       
      cl46  he4  p42                       
      cl47    n ar46                       
      cl47    n cl46                       
      cl47    p  s46                       
      cl47  he4  p43                       
      cl48    n ar47                       
      cl48    n cl47                       
      cl48    p  s47                       
      cl48  he4  p44                       
      cl49    n ar48                       
      cl49    n cl48                       
      cl49    p  s48                       
      cl49  he4  p45                       
      cl50    n ar49                       
      cl50    n cl49                       
      cl50    p  s49                       
      cl50  he4  p46                       
      cl51    n cl50                       
      cl51    n ar50                       
      cl51    p  s50                       
      cl51  he4  p47                       
      cl52    n cl51                       
      cl52    n ar51                       
      cl52    p  s51                       
      cl52  he4  p48                       
      cl53    n cl52                       
      cl53    n ar52                       
      cl53    p  s52                       
      cl53  he4  p49                       
      cl54    n cl53                       
      cl54    p  s53                       
      cl54  he4  p50                       
      cl55    n cl54                       
      cl55    n ar54                       
      cl55    p  s54                       
      cl55  he4  p51                       
      cl56    n cl55                       
      cl56    n ar55                       
      cl56    p  s55                       
      cl56  he4  p52                       
      cl57    n cl56                       
      cl57    n ar56                       
      cl57    p  s56                       
      cl57  he4  p53                       
      cl58    n cl57                       
      cl58    n ar57                       
      cl58    p  s57                       
      cl58  he4  p54                       
      cl59    n cl58                       
      cl59    n ar58                       
      cl59    p  s58                       
      cl59  he4  p55                       
      cl60    n cl59                       
      cl60    n ar59                       
      cl60    p  s59                       
      cl60  he4  p56                       
      cl61    n cl60                       
      cl61    n ar60                       
      cl61    p  s60                       
      cl61  he4  p57                       
      cl62    n ar61                       
      ar28    n ar27                       
      ar28    p cl27                       
      ar28  he4  s24                       
      ar29    n ar28                       
      ar29    p cl28                       
      ar29  he4  s25                       
      ar30    n ar29                       
      ar30    p cl29                       
      ar30  he4  s26                       
      ar31    n ar30                       
      ar31    p cl30                       
      ar31    p  s30                       
      ar31  he4  s27                       
      ar32    n ar31                       
      ar32    p cl31                       
      ar32    p  s31                       
      ar32  he4  s28                       
      ar33    n ar32                       
      ar33    p cl32                       
      ar33    p cl32                       
      ar33    p cl32                       
      ar33    p cl32                       
      ar33    p  s32                       
      ar33  he4  s29                       
      ar34    n ar33                       
      ar34    p cl33                       
      ar34  he4  s30                       
      ar35    n ar34                       
      ar35    p cl34                       
      ar35  he4  s31                       
      ar36    n ar35                       
      ar36    p cl35                       
      ar36    p cl35                       
      ar36    p cl35                       
      ar36    p cl35                       
      ar36  he4  s32                       
      ar37    n ar36                       
      ar37    p cl36                       
      ar37  he4  s33                       
      ar38    n ar37                       
      ar38    p cl37                       
      ar38  he4  s34                       
      ar38  he4  s34                       
      ar39    n ar38                       
      ar39    n ar38                       
      ar39    p cl38                       
      ar39  he4  s35                       
      ar40    n ar39                       
      ar40    n ar39                       
      ar40    p cl39                       
      ar40  he4  s36                       
      ar41    n ar40                       
      ar41    n ar40                       
      ar41    p cl40                       
      ar41  he4  s37                       
      ar42    n ar41                       
      ar42    p cl41                       
      ar42  he4  s38                       
      ar43    n ar42                       
      ar43    p cl42                       
      ar43  he4  s39                       
      ar44    n ar43                       
      ar44    p cl43                       
      ar44  he4  s40                       
      ar45    n ar44                       
      ar45    p cl44                       
      ar45  he4  s41                       
      ar46    n ar45                       
      ar46    p cl45                       
      ar46  he4  s42                       
      ar47    n  k46                       
      ar47    n ar46                       
      ar47    p cl46                       
      ar47  he4  s43                       
      ar48    n  k47                       
      ar48    n ar47                       
      ar48    p cl47                       
      ar48  he4  s44                       
      ar49    n  k48                       
      ar49    n ar48                       
      ar49    p cl48                       
      ar49  he4  s45                       
      ar50    n  k49                       
      ar50    n ar49                       
      ar50    p cl49                       
      ar50  he4  s46                       
      ar51    n  k50                       
      ar51    n ar50                       
      ar51    p cl50                       
      ar51  he4  s47                       
      ar52    n  k51                       
      ar52    n ar51                       
      ar52    p cl51                       
      ar52  he4  s48                       
      ar53    n  k52                       
      ar53    n ar52                       
      ar53    p cl52                       
      ar53  he4  s49                       
      ar54    n ar53                       
      ar54    n  k53                       
      ar54    p cl53                       
      ar54  he4  s50                       
      ar55    n ar54                       
      ar55    n  k54                       
      ar55    p cl54                       
      ar55  he4  s51                       
      ar56    n ar55                       
      ar56    n  k55                       
      ar56    p cl55                       
      ar56  he4  s52                       
      ar57    n ar56                       
      ar57    n  k56                       
      ar57    p cl56                       
      ar57  he4  s53                       
      ar58    n ar57                       
      ar58    n  k57                       
      ar58    p cl57                       
      ar58  he4  s54                       
      ar59    n ar58                       
      ar59    n  k58                       
      ar59    p cl58                       
      ar59  he4  s55                       
      ar60    n ar59                       
      ar60    n  k59                       
      ar60    p cl59                       
      ar60  he4  s56                       
      ar61    n ar60                       
      ar61    n  k60                       
      ar61    p cl60                       
      ar61  he4  s57                       
      ar62    n ar61                       
      ar62    n  k61                       
      ar62    p cl61                       
      ar62  he4  s58                       
      ar63    n ar62                       
      ar63    n  k62                       
      ar63    p cl62                       
      ar63  he4  s59                       
      ar64    n ar63                       
      ar64    p cl63                       
      ar64  he4  s60                       
      ar65    n  k64                       
      ar67    n  k66                       
       k30    n  k29                       
       k30    p ar29                       
       k30  he4 cl26                       
       k31    n  k30                       
       k31    p ar30                       
       k31  he4 cl27                       
       k32    n  k31                       
       k32    p ar31                       
       k32  he4 cl28                       
       k33    n  k32                       
       k33    p ar32                       
       k33  he4 cl29                       
       k34    n  k33                       
       k34    p ar33                       
       k34  he4 cl30                       
       k35    n  k34                       
       k35    p ar34                       
       k35    p cl34                       
       k35  he4 cl31                       
       k36    n  k35                       
       k36    p ar35                       
       k36    p ar35                       
       k36    p ar35                       
       k36    p cl35                       
       k36  he4 cl32                       
       k36  he4  s32                       
       k37    n  k36                       
       k37    p ar36                       
       k37    p ar36                       
       k37    p ar36                       
       k37  he4 cl33                       
       k38    n  k37                       
       k38    p ar37                       
       k38  he4 cl34                       
       k39    n  k38                       
       k39    p ar38                       
       k39  he4 cl35                       
       k40    n  k39                       
       k40    n  k39                       
       k40    p ar39                       
       k40  he4 cl36                       
       k41    n  k40                       
       k41    p ar40                       
       k41  he4 cl37                       
       k42    n  k41                       
       k42    p ar41                       
       k42  he4 cl38                       
       k43    n  k42                       
       k43    p ar42                       
       k43  he4 cl39                       
       k44    n  k43                       
       k44    p ar43                       
       k44  he4 cl40                       
       k45    n  k44                       
       k45    p ar44                       
       k45  he4 cl41                       
       k46    n  k45                       
       k46    p ar45                       
       k46  he4 cl42                       
       k47    n  k46                       
       k47    p ar46                       
       k47  he4 cl43                       
       k48    n  k47                       
       k48    n ca47                       
       k48    p ar47                       
       k48  he4 cl44                       
       k49    n  k48                       
       k49    n ca48                       
       k49    p ar48                       
       k49  he4 cl45                       
       k50    n  k49                       
       k50    n ca49                       
       k50    p ar49                       
       k50  he4 cl46                       
       k51    n  k50                       
       k51    n ca50                       
       k51    p ar50                       
       k51  he4 cl47                       
       k52    n  k51                       
       k52    n ca51                       
       k52    p ar51                       
       k52  he4 cl48                       
       k53    n ca52                       
       k53    n  k52                       
       k53    p ar52                       
       k53  he4 cl49                       
       k54    n ca53                       
       k54    n  k53                       
       k54    p ar53                       
       k54  he4 cl50                       
       k55    n ca54                       
       k55    n  k54                       
       k55    p ar54                       
       k55  he4 cl51                       
       k56    n ca55                       
       k56    n  k55                       
       k56    p ar55                       
       k56  he4 cl52                       
       k57    n ca56                       
       k57    n  k56                       
       k57    p ar56                       
       k57  he4 cl53                       
       k58    n ca57                       
       k58    n  k57                       
       k58    p ar57                       
       k58  he4 cl54                       
       k59    n  k58                       
       k59    n ca58                       
       k59    p ar58                       
       k59  he4 cl55                       
       k60    n  k59                       
       k60    p ar59                       
       k60  he4 cl56                       
       k61    n  k60                       
       k61    n ca60                       
       k61    p ar60                       
       k61  he4 cl57                       
       k62    n  k61                       
       k62    p ar61                       
       k62  he4 cl58                       
       k63    n  k62                       
       k63    n ca62                       
       k63    p ar62                       
       k63  he4 cl59                       
       k64    n  k63                       
       k64    n ca63                       
       k64    p ar63                       
       k64  he4 cl60                       
       k65    n  k64                       
       k65    n ca64                       
       k65    p ar64                       
       k65  he4 cl61                       
       k66    n  k65                       
       k66    n ca65                       
       k66    p ar65                       
       k66  he4 cl62                       
       k67    n  k66                       
       k67    n ca66                       
       k67    p ar66                       
       k67  he4 cl63                       
       k68    n ca67                       
       k69    n ca68                       
       k70    n ca69                       
      ca31    n ca30                       
      ca31    p  k30                       
      ca31  he4 ar27                       
      ca32    n ca31                       
      ca32    p  k31                       
      ca32  he4 ar28                       
      ca33    n ca32                       
      ca33    p  k32                       
      ca33  he4 ar29                       
      ca34    n ca33                       
      ca34    p  k33                       
      ca34  he4 ar30                       
      ca35    n ca34                       
      ca35    p  k34                       
      ca35    p ar34                       
      ca35  he4 ar31                       
      ca36    n ca35                       
      ca36    p  k35                       
      ca36    p  k35                       
      ca36    p ar35                       
      ca36  he4 ar32                       
      ca37    n ca36                       
      ca37    p ar36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37    p  k36                       
      ca37  he4 ar33                       
      ca38    n ca37                       
      ca38    p  k37                       
      ca38  he4 ar34                       
      ca39    n ca38                       
      ca39    p  k38                       
      ca39  he4 ar35                       
      ca40    n ca39                       
      ca40    p  k39                       
      ca40  he4 ar36                       
      ca41    n ca40                       
      ca41    n ca40                       
      ca41    p  k40                       
      ca41  he4 ar37                       
      ca42    n ca41                       
      ca42    p  k41                       
      ca42    p  k41                       
      ca42  he4 ar38                       
      ca43    n ca42                       
      ca43    n ca42                       
      ca43    p  k42                       
      ca43  he4 ar39                       
      ca44    n ca43                       
      ca44    p  k43                       
      ca44  he4 ar40                       
      ca45    n ca44                       
      ca45    n ca44                       
      ca45    p  k44                       
      ca45  he4 ar41                       
      ca46    n ca45                       
      ca46    p  k45                       
      ca46  he4 ar42                       
      ca47    n ca46                       
      ca47    n ca46                       
      ca47    p  k46                       
      ca47  he4 ar43                       
      ca48    n ca47                       
      ca48    p  k47                       
      ca48  he4 ar44                       
      ca49    n ca48                       
      ca49    p  k48                       
      ca49  he4 ar45                       
      ca50    n ca49                       
      ca50    p  k49                       
      ca50  he4 ar46                       
      ca51    n ca50                       
      ca51    n sc50                       
      ca51    p  k50                       
      ca51  he4 ar47                       
      ca52    n ca51                       
      ca52    n sc51                       
      ca52    p  k51                       
      ca52  he4 ar48                       
      ca53    n sc52                       
      ca53    n ca52                       
      ca53    p  k52                       
      ca53  he4 ar49                       
      ca54    n sc53                       
      ca54    n ca53                       
      ca54    p  k53                       
      ca54  he4 ar50                       
      ca55    n sc54                       
      ca55    n ca54                       
      ca55    p  k54                       
      ca55  he4 ar51                       
      ca56    n sc55                       
      ca56    n ca55                       
      ca56    p  k55                       
      ca56  he4 ar52                       
      ca57    n sc56                       
      ca57    n ca56                       
      ca57    p  k56                       
      ca57  he4 ar53                       
      ca58    n sc57                       
      ca58    n ca57                       
      ca58    p  k57                       
      ca58  he4 ar54                       
      ca59    n sc58                       
      ca59    n ca58                       
      ca59    p  k58                       
      ca59  he4 ar55                       
      ca60    n ca59                       
      ca60    n sc59                       
      ca60    p  k59                       
      ca60  he4 ar56                       
      ca61    n ca60                       
      ca61    n sc60                       
      ca61    p  k60                       
      ca61  he4 ar57                       
      ca62    n ca61                       
      ca62    n sc61                       
      ca62    p  k61                       
      ca62  he4 ar58                       
      ca63    n ca62                       
      ca63    n sc62                       
      ca63    p  k62                       
      ca63  he4 ar59                       
      ca64    n ca63                       
      ca64    n sc63                       
      ca64    p  k63                       
      ca64  he4 ar60                       
      ca65    n ca64                       
      ca65    n sc64                       
      ca65    p  k64                       
      ca65  he4 ar61                       
      ca66    n ca65                       
      ca66    n sc65                       
      ca66    p  k65                       
      ca66  he4 ar62                       
      ca67    n ca66                       
      ca67    n sc66                       
      ca67    p  k66                       
      ca67  he4 ar63                       
      ca68    n ca67                       
      ca68    n sc67                       
      ca68    p  k67                       
      ca68  he4 ar64                       
      ca69    n ca68                       
      ca69    n sc68                       
      ca69    p  k68                       
      ca69  he4 ar65                       
      ca70    n ca69                       
      ca70    n sc69                       
      ca70    p  k69                       
      ca70  he4 ar66                       
      ca71    n ca70                       
      ca71    n sc70                       
      ca71    p  k70                       
      ca71  he4 ar67                       
      ca73    n sc72                       
      sc33    n sc32                       
      sc33    p ca32                       
      sc33  he4  k29                       
      sc34    n sc33                       
      sc34    p ca33                       
      sc34  he4  k30                       
      sc35    n sc34                       
      sc35    p ca34                       
      sc35  he4  k31                       
      sc36    n sc35                       
      sc36    p ca35                       
      sc36  he4  k32                       
      sc37    n sc36                       
      sc37    p ca36                       
      sc37  he4  k33                       
      sc38    n sc37                       
      sc38    p ca37                       
      sc38  he4  k34                       
      sc39    n sc38                       
      sc39    p ca38                       
      sc39  he4  k35                       
      sc40    n sc39                       
      sc40    p ca39                       
      sc40    p ca39                       
      sc40    p ca39                       
      sc40    p  k39                       
      sc40  he4  k36                       
      sc40  he4 ar36                       
      sc41    n sc40                       
      sc41    p ca40                       
      sc41    p ca40                       
      sc41    p ca40                       
      sc41  he4  k37                       
      sc42    n sc41                       
      sc42    p ca41                       
      sc42  he4  k38                       
      sc43    n sc42                       
      sc43    p ca42                       
      sc43  he4  k39                       
      sc44    n sc43                       
      sc44    p ca43                       
      sc44  he4  k40                       
      sc45    n sc44                       
      sc45    p ca44                       
      sc45  he4  k41                       
      sc46    n sc45                       
      sc46    p ca45                       
      sc46  he4  k42                       
      sc47    n sc46                       
      sc47    p ca46                       
      sc47  he4  k43                       
      sc48    n sc47                       
      sc48    p ca47                       
      sc48  he4  k44                       
      sc49    n sc48                       
      sc49    p ca48                       
      sc49  he4  k45                       
      sc50    n sc49                       
      sc50    p ca49                       
      sc50  he4  k46                       
      sc51    n sc50                       
      sc51    p ca50                       
      sc51  he4  k47                       
      sc52    n sc51                       
      sc52    n ti51                       
      sc52    p ca51                       
      sc52  he4  k48                       
      sc53    n ti52                       
      sc53    n sc52                       
      sc53    p ca52                       
      sc53  he4  k49                       
      sc54    n ti53                       
      sc54    n sc53                       
      sc54    p ca53                       
      sc54  he4  k50                       
      sc55    n ti54                       
      sc55    n sc54                       
      sc55    p ca54                       
      sc55  he4  k51                       
      sc56    n ti55                       
      sc56    n sc55                       
      sc56    p ca55                       
      sc56  he4  k52                       
      sc57    n ti56                       
      sc57    n sc56                       
      sc57    p ca56                       
      sc57  he4  k53                       
      sc58    n ti57                       
      sc58    n sc57                       
      sc58    p ca57                       
      sc58  he4  k54                       
      sc59    n ti58                       
      sc59    n sc58                       
      sc59    p ca58                       
      sc59  he4  k55                       
      sc60    n ti59                       
      sc60    n sc59                       
      sc60    p ca59                       
      sc60  he4  k56                       
      sc61    n ti60                       
      sc61    n sc60                       
      sc61    p ca60                       
      sc61  he4  k57                       
      sc62    n ti61                       
      sc62    n sc61                       
      sc62    p ca61                       
      sc62  he4  k58                       
      sc63    n ti62                       
      sc63    n sc62                       
      sc63    p ca62                       
      sc63  he4  k59                       
      sc64    n ti63                       
      sc64    n sc63                       
      sc64    p ca63                       
      sc64  he4  k60                       
      sc65    n sc64                       
      sc65    n ti64                       
      sc65    p ca64                       
      sc65  he4  k61                       
      sc66    n sc65                       
      sc66    n ti65                       
      sc66    p ca65                       
      sc66  he4  k62                       
      sc67    n sc66                       
      sc67    n ti66                       
      sc67    p ca66                       
